continent	country	std.error	intercept	slope
Asia	Bahrain	0.937235490946988	51.8141897435898	NA
Asia	Bangladesh	0.0163349980635352	NA	0.498130769230769
Asia	Bangladesh	0.558304967678288	35.1392256410256	NA
Asia	Cambodia	0.094163245018979	NA	0.395902797202797
Asia	Cambodia	3.21835406789305	36.2236174825175	NA
Asia	China	0.0645075483187002	NA	0.530714853146853
Asia	China	2.20476822458117	46.1290518321679	NA
Asia	Hong Kong, China	0.0195331030356882	NA	0.365970629370629
Asia	Hong Kong, China	0.667611248962486	62.6966997668998	NA
Asia	India	0.028848565594737	NA	0.505320979020979
Asia	India	0.985999350553267	38.2591144522145	NA
Asia	Indonesia	0.010796684500586	NA	0.634641258741258
Asia	Indonesia	0.369013976474741	35.6138328671329	NA
Asia	Iran	0.0111158794455886	NA	0.49663986013986
Asia	Iran	0.379923565980636	43.9857074592075	NA
Asia	Iraq	0.0678542918249607	NA	0.235210489510489
Asia	Iraq	2.31915474105474	49.6430405594406	NA
Asia	Israel	0.00611694488179715	NA	0.267106293706294
Asia	Israel	0.209067714684658	65.7661976689977	NA
Asia	Japan	0.0228995447499436	NA	0.352904195804195
Asia	Japan	0.782671019717146	64.4162428904429	NA
Asia	Jordan	0.0319317502439714	NA	0.57172937062937
Asia	Jordan	1.09137783295294	42.9204002331003	NA
Asia	Korea, Dem. Rep.	0.065029126587066	NA	0.316426573426573
Asia	Korea, Dem. Rep.	2.22259496304352	54.2727494172495	NA
Asia	Korea, Rep.	0.019639021381911	NA	0.5554
Asia	Korea, Rep.	0.671231374207341	48.6167	NA
Asia	Kuwait	0.0294834645796489	NA	0.416836363636363
Asia	Kuwait	1.00769921582852	56.6256606060606	NA
Asia	Lebanon	0.0205336064859947	NA	0.26102937062937
Asia	Lebanon	0.701806909366776	58.1653002331003	NA
Asia	Malaysia	0.0349217352224919	NA	0.464522377622377
Asia	Malaysia	1.19357089476407	50.5761731934732	NA
Asia	Mongolia	0.0157255677175665	NA	0.438688111888112
Asia	Mongolia	0.537475581088536	42.949034032634	NA
Asia	Myanmar	0.0507235638075904	NA	0.433095104895104
Asia	Myanmar	1.73365295434846	40.5453610722611	NA
Asia	Nepal	0.0154581022982475	NA	0.529261538461538
Asia	Nepal	0.528334026757939	33.373117948718	NA
Asia	Oman	0.0392652340373353	NA	0.772179020979021
Asia	Oman	1.34202496595525	35.6633855477855	NA
Asia	Pakistan	0.00673900251684182	NA	0.405792307692307
Asia	Pakistan	0.230328682483786	42.9113769230769	NA
Asia	Philippines	0.0123675224527446	NA	0.42046923076923
Asia	Philippines	0.422702787988314	48.5634076923077	NA
Asia	Saudi Arabia	0.0348123249399488	NA	0.649623076923077
Asia	Saudi Arabia	1.18983142053693	39.5148692307692	NA
Asia	Singapore	0.0119064039896022	NA	0.340886013986014
Asia	Singapore	0.406942472152388	61.1641125874126	NA
Asia	Sri Lanka	0.0181898819602565	NA	0.244894405594405
Asia	Sri Lanka	0.621702030229381	59.3016983682984	NA
Asia	Syria	0.0222364167923605	NA	0.55435944055944
Asia	Syria	0.760006331819116	44.9925631701632	NA
Asia	Taiwan	0.0219167065987347	NA	0.327244755244754
Asia	Taiwan	0.74907913191224	60.6829463869464	NA
Asia	Thailand	0.0201512976045938	NA	0.347048251748251
Asia	Thailand	0.688740183136171	51.9623265734266	NA
Asia	Vietnam	0.0219705716422993	NA	0.671615384615384
Asia	Vietnam	0.750920155785604	37.6668461538462	NA
Asia	West Bank and Gaza	0.0331516808273131	NA	0.601100699300699
Asia	West Bank and Gaza	1.13307317336579	42.5961960372961	NA
Asia	Yemen, Rep.	0.0265222188344686	NA	0.60545944055944
Asia	Yemen, Rep.	0.906488416560596	28.9193631701632	NA
Americas	Argentina	0.00488879098963894	NA	0.231708391608391
Americas	Argentina	0.16709131429585	62.2250191142191	NA
Americas	Bolivia	0.0198096511530982	NA	0.499932167832167
Americas	Bolivia	0.677063235865182	37.7565843822844	NA
Americas	Brazil	0.00545624260848163	NA	0.39008951048951
Americas	Brazil	0.186485932922967	50.7318594405595	NA
Americas	Canada	0.00416863786974591	NA	0.21886923076923
Americas	Canada	0.142477594553646	68.4461076923077	NA
Americas	Chile	0.0199501083845527	NA	0.476844055944055
Americas	Chile	0.681863846784288	53.364017016317	NA
Americas	Colombia	0.0219362862759898	NA	0.380750349650349
Americas	Colombia	0.749748334995983	52.6656146853147	NA
Americas	Costa Rica	0.025402503330916	NA	0.40278951048951
Americas	Costa Rica	0.868218272567417	58.2991261072261	NA
Americas	Cuba	0.0291119594792192	NA	0.321150349650349
Americas	Cuba	0.995001746120777	61.571148018648	NA
Americas	Dominican Republic	0.0259271927968306	NA	0.471152447552447
Americas	Dominican Republic	0.886151346949745	47.6555027972028	NA
Americas	Ecuador	0.0116882315671891	NA	0.500053146853146
Americas	Ecuador	0.399485676212171	48.0652655011655	NA
Americas	El Salvador	0.0324961253552629	NA	0.477141258741258
Americas	El Salvador	1.11066730131054	45.5576662004662	NA
Americas	Guatemala	0.00972012495558565	NA	0.531273426573426
Americas	Guatemala	0.332218836393464	41.0568505827506	NA
Americas	Haiti	0.0140616725584505	NA	0.397058041958041
Americas	Haiti	0.480606218177249	38.4520377622378	NA
Americas	Honduras	0.0261624083562604	NA	0.542851748251748
Americas	Honduras	0.894190650951749	41.9067067599068	NA
Americas	Jamaica	0.0343853284515514	NA	0.221394405594405
Americas	Jamaica	1.17523734101968	62.2181983682984	NA
Americas	Mexico	0.0174788457925231	NA	0.451034965034965
Americas	Mexico	0.597399913810363	52.1033018648019	NA
Americas	Nicaragua	0.0100085023939086	NA	0.55651958041958
Americas	Nicaragua	0.342075131187978	41.9320890442891	NA
Americas	Panama	0.0253720952132801	NA	0.354209090909091
Americas	Panama	0.867178970140331	57.3525818181818	NA
Americas	Paraguay	0.0065463971414017	NA	0.157354545454545
Americas	Paraguay	0.223745728663314	62.1671242424243	NA
Americas	Peru	0.0180194645348851	NA	0.527697902097902
Americas	Peru	0.615877426223078	43.2922452214453	NA
Americas	Puerto Rico	0.0212191122458409	NA	0.210574825174824
Americas	Puerto Rico	0.72523643593333	66.527375990676	NA
Americas	Trinidad and Tobago	0.0276291709943175	NA	0.173661538461538
Americas	Trinidad and Tobago	0.944322329207666	61.7049846153846	NA
Americas	United States	0.00695977375925317	NA	0.184169230769231
Americas	United States	0.237874302071824	68.0455076923077	NA
Americas	Uruguay	0.00892571106562177	NA	0.183272027972027
Americas	Uruguay	0.305066998392971	65.3750585081585	NA
Americas	Venezuela	0.0247829073380945	NA	0.329721678321678
Americas	Venezuela	0.847041439891933	56.8538771561772	NA
Europe	Albania	0.033166387129677	NA	0.334683216783216
Europe	Albania	1.13357581203364	58.5597617715618	NA
Europe	Austria	0.00681385679571359	NA	0.241992307692307
Europe	Austria	0.232887085954882	65.964476923077	NA
Europe	Belgium	0.00489874724629775	NA	0.209084615384615
Europe	Belgium	0.167431603748623	67.4737538461539	NA
Europe	Bosnia and Herzegovina	0.0377423630975986	NA	0.349755244755244
Europe	Bosnia and Herzegovina	1.28997559273335	57.3900536130536	NA
Europe	Bulgaria	0.0419645738214089	NA	0.14568881118881
Europe	Bulgaria	1.43428422457519	65.4459300699301	NA
Europe	Croatia	0.0191926809225374	NA	0.22545944055944
Europe	Croatia	0.655976147682375	63.4048631701632	NA
Europe	Czech Republic	0.0138062275943613	NA	0.144815384615384
Europe	Czech Republic	0.471875504413788	67.2384461538462	NA
Europe	Denmark	0.00666966661111879	NA	0.121330069930069
Europe	Denmark	0.22795888847138	70.7909296037296	NA
Europe	Finland	0.0059242181648925	NA	0.237925174825174
Europe	Finland	0.202480613600613	65.9731240093241	NA
Europe	France	0.00368024839414681	NA	0.238501398601399
Europe	France	0.125785197693346	67.3131254079254	NA
Europe	Germany	0.00695886446743907	NA	0.213683216783216
Europe	Germany	0.237843223884064	67.1407617715618	NA
Europe	Greece	0.0130193161064235	NA	0.242398601398601
Europe	Greece	0.444980086910221	66.5824079254079	NA
Europe	Hungary	0.0198544938459947	NA	0.123648951048951
Europe	Hungary	0.678595889748019	65.7455226107226	NA
Europe	Iceland	0.00914526248260592	NA	0.165375524475524
Europe	Iceland	0.31257092623467	71.6328386946387	NA
Europe	Ireland	0.00799203297236353	NA	0.19911958041958
Europe	Ireland	0.273155325330572	67.1432223776224	NA
Europe	Italy	0.00696990538469549	NA	0.269710489510489
Europe	Italy	0.238220585358366	66.0573738927739	NA
Europe	Montenegro	0.0460573958312896	NA	0.293001398601398
Europe	Montenegro	1.57417055030671	61.6556254079254	NA
Europe	Netherlands	0.00581623269530253	NA	0.136686713286713
Europe	Netherlands	0.198789837276388	71.616241958042	NA
Europe	Norway	0.00818980376539531	NA	0.131941258741258
Europe	Norway	0.279914825134725	71.9507328671329	NA
Europe	Poland	0.0271147077175235	NA	0.196218881118881
Europe	Poland	0.926738770152138	64.3884596736597	NA
Europe	Portugal	0.0190613904494135	NA	0.337201398601398
Europe	Portugal	0.651488842384342	60.4723920745921	NA
Europe	Romania	0.0244536231014561	NA	0.157401398601398
Europe	Romania	0.835787014003526	63.6473254079254	NA
Europe	Serbia	0.0299635094780235	NA	0.255151048951048
Europe	Serbia	1.02410640794625	61.0240440559441	NA
Europe	Slovak Republic	0.021739441117008	NA	0.134044055944055
Europe	Slovak Republic	0.743020471931936	66.7417836829837	NA
Europe	Slovenia	0.0118885941448872	NA	0.200523776223776
Europe	Slovenia	0.406333759207378	65.6852986013986	NA
Europe	Spain	0.0169451965527465	NA	0.280930769230768
Europe	Spain	0.579160608215947	65.915958974359	NA
Europe	Sweden	0.00354178400638319	NA	0.166254545454545
Europe	Sweden	0.121052699089166	71.2724909090909	NA
Europe	Switzerland	0.00359435990374851	NA	0.222231468531468
Europe	Switzerland	0.122849661939424	69.009255011655	NA
Europe	Turkey	0.0191844963896106	NA	0.49723986013986
Europe	Turkey	0.655696413006352	45.0278407925408	NA
Europe	United Kingdom	0.00739435566087806	NA	0.185965734265734
Europe	United Kingdom	0.252727639280469	68.4365941724942	NA
